    - Ended scoring round 424/3000 with score 0.37, trading score: -1.09
    - Ended scoring round 425/3000 with score -0.17, trading score: -0.45
    - Ended scoring round 426/3000 with score 0.06, trading score: -0.39
    - Ended scoring round 427/3000 with score -0.37, trading score: -0.97
    - Ended scoring round 428/3000 with score -1.53, trading score: 0.69
    - Ended scoring round 429/3000 with score -1.14, trading score: -0.85
    - Ended scoring round 430/3000 with score -1.19, trading score: 2.71
    - Ended scoring round 431/3000 with score -1.08, trading score: 2.00
    - Ended scoring round 432/3000 with score -0.81, trading score: 1.55
    - Ended scoring round 433/3000 with score 1.00, trading score: 1.19
    - Ended scoring round 434/3000 with score 0.90, trading score: 0.87
    - Ended scoring round 435/3000 with score 1.49, trading score: 0.82
    - Ended scoring round 436/3000 with score 0.92, trading score: -0.97
    - Ended scoring round 437/3000 with score 0.04, trading score: -0.75
    - Ended scoring round 438/3000 with score 0.61, trading score: -0.83
    - Ended scoring round 439/3000 with score 0.71, trading score: -1.31
    - Ended scoring round 440/3000 with score 1.07, trading score: -0.71
    - Ended scoring round 441/3000 with score 0.99, trading score: -0.65
    - Ended scoring round 442/3000 with score -0.84, trading score: -1.36
    - Ended scoring round 443/3000 with score -0.15, trading score: 0.60
    - Ended scoring round 444/3000 with score -1.10, trading score: 0.52
    - Ended scoring round 445/3000 with score 0.02, trading score: -1.44
    - Ended scoring round 446/3000 with score 0.60, trading score: -1.39
    - Ended scoring round 447/3000 with score 0.85, trading score: -1.44
    - Ended scoring round 448/3000 with score 0.21, trading score: -1.51
    - Ended scoring round 449/3000 with score 0.05, trading score: -1.47
    - Ended scoring round 450/3000 with score -1.26, trading score: -1.27
    - Ended scoring round 451/3000 with score 0.64, trading score: -1.17
